iter	Logloss
357	0.2312566584
358	0.2311352186
359	0.2310251704
360	0.2309359716
361	0.2308441246
362	0.230829076
363	0.2306590015
364	0.2305973568
365	0.2304989103
366	0.230405487
367	0.2303397859
368	0.2302451226
369	0.2301501229
370	0.2300039875
371	0.2299335574
372	0.2298680035
373	0.2297585858
374	0.2296563771
375	0.2295507005
376	0.2294865548
377	0.2293819291
378	0.2292657857
379	0.2292314219
380	0.2290593507
381	0.2289865877
382	0.2289098945
383	0.2288000774
384	0.2286746022
385	0.2284149927
386	0.2283124267
387	0.2281388002
388	0.2279330377
389	0.2278478533
390	0.2277597475
391	0.2276221451
392	0.2275097219
393	0.2274441049
394	0.2273896273
395	0.2272041258
396	0.2270852922
397	0.2270272415
398	0.2269126535
399	0.2268540564
400	0.2267974349
401	0.2266765836
402	0.2265826349
403	0.2264570756
404	0.2264074951
405	0.2263351735
406	0.2261718035
407	0.226099545
408	0.2260099048
409	0.2258868677
410	0.2257504634
411	0.2256609914
412	0.2255380594
413	0.2254665154
414	0.225363445
415	0.225205981
416	0.2251410997
417	0.2250713422
418	0.2250098867
419	0.2248351252
420	0.2247485747
421	0.2246724278
422	0.2246297621
423	0.2245081962
424	0.2243560287
425	0.2243352212
426	0.2243026019
427	0.2241796909
428	0.2241375505
429	0.2239676652
430	0.2238407188
431	0.2237368497
432	0.2236347461
433	0.2235791335
434	0.223421081
435	0.2233338579
436	0.2232877873
437	0.2232545164
438	0.2231247537
439	0.2230570559
440	0.2230066137
441	0.2228480988
442	0.2227161502
443	0.2226552622
444	0.2225976109
445	0.222479702
446	0.2224385706
447	0.2223904822
448	0.2223339659
449	0.2222263557
450	0.2221750307
451	0.2221006283
452	0.2220650665
453	0.2219765403
454	0.2218566348
455	0.2218242046
456	0.2217069894
457	0.2216181479
458	0.2214597171
459	0.2213398327
460	0.2212622146
461	0.2211382317
462	0.2211067473
463	0.2210220463
464	0.2209693972
465	0.2209353276
466	0.2207678172
467	0.2206238886
468	0.220564745
469	0.2203803365
470	0.2202981996
471	0.2201922708
472	0.2200317593
473	0.2199054224
474	0.2197859373
475	0.2196785162
476	0.2196179014
477	0.219521977
478	0.219462245
479	0.2193467321
480	0.219178318
481	0.2191065849
482	0.2189904415
483	0.2188389045
484	0.2187683694
485	0.2186924328
486	0.2186027506
487	0.2184959391
488	0.2183915866
489	0.2183111522
490	0.2182162366
491	0.2180968566
492	0.2180593191
493	0.2179566691
494	0.2178446031
495	0.217772891
496	0.2176362555
497	0.2176075875
498	0.2174133637
499	0.2172898222
500	0.2171442962
501	0.2170470687
502	0.2168783393
503	0.2168395618
504	0.2167399383
505	0.2167029683
506	0.2166186666
507	0.2165028806
508	0.2163611588
509	0.2163116833
510	0.216201551
511	0.2160686356
512	0.2160078527
513	0.2158061466
514	0.2157067753
515	0.2155277893
516	0.2154676789
517	0.2153273864
518	0.2152392595
519	0.2152044333
520	0.2151355586
521	0.2150076874
522	0.2148872144
523	0.2147033944
524	0.2146391645
525	0.2145856116
526	0.2145495874
527	0.214414234
528	0.2143353339
529	0.2142897467
530	0.2142264416
531	0.2140835849
532	0.2138893401
533	0.2137006019
534	0.2135973633
535	0.2135782373
536	0.2134540652
537	0.2132594001
538	0.2131703274
539	0.2131156816
540	0.2130234143
541	0.2129919299
542	0.2128955852
543	0.2128711627
544	0.2127410216
545	0.2126523273
546	0.2125320435
547	0.212407472
548	0.2123566094
549	0.2122990422
550	0.2121607252
551	0.2120178895
552	0.2119202417
553	0.211860972
554	0.2117141009
555	0.2115721059
556	0.2114789558
557	0.2113666797
558	0.2113378015
559	0.2112683173
560	0.2111652259
561	0.2110439963
562	0.2110083083
563	0.2108433411
564	0.2106562002
565	0.2105825965
566	0.210468555
567	0.2102984384
568	0.2101863724
569	0.2100260501
570	0.2099084355
571	0.2098722221
572	0.2098329402
573	0.2097470622
574	0.2096655559
575	0.2095836713
576	0.2094850356
577	0.2093587828
578	0.2092807864
579	0.2091907049
580	0.2090934985
581	0.2090498239
582	0.2090156702
583	0.2089937909
584	0.2088326278
585	0.2087246813
586	0.208581089
587	0.2084631802
588	0.2083539306
589	0.2082019312
590	0.2080942369
591	0.207940388
592	0.2078547202
593	0.2077438312
594	0.2076801058
595	0.2075985995
596	0.2073948968
597	0.2072250324
598	0.2071665194
599	0.2070413805
600	0.2069911904
601	0.2068672706
602	0.2066960821
603	0.2065374201
604	0.2064416428
605	0.2063879008
606	0.206297483
607	0.2061553198
608	0.2060441787
609	0.2059493262
610	0.2059032346
611	0.2057309742
612	0.2056701282
613	0.2055155436
614	0.2053794125
615	0.2053352965
616	0.2052476951
617	0.205174785
618	0.2051517707
619	0.2051269699
620	0.2050368674
621	0.2049469541
622	0.2048965328
623	0.2048474777
624	0.2047351595
625	0.2047181773
626	0.2046870502
627	0.2045764765
628	0.2044269572
629	0.2043163205
630	0.2041494406
631	0.2040357353
632	0.20397924
633	0.2039407988
634	0.2038902094
635	0.2037946843
636	0.2037553603
637	0.2036336263
638	0.2035643102
639	0.2034379523
640	0.2033214937
641	0.2033058986
642	0.2031945683
643	0.2031243274
644	0.2030434096
645	0.2030127659
646	0.2029641942
647	0.2029334034
648	0.2027984703
649	0.202696661
650	0.202656097
651	0.2026088074
652	0.2025745486
653	0.202430599
654	0.2023069103
655	0.2022210954
656	0.2021746254
657	0.2021316654
658	0.2019909735
659	0.2018707528
660	0.2018156866
661	0.2017551559
662	0.2016532835
663	0.2015387165
664	0.2013989283
665	0.2013468677
666	0.2013173589
667	0.2013027307
668	0.2012107366
669	0.2011688064
670	0.2011484614
671	0.2011208022
672	0.2009856379
673	0.2008921726
674	0.200846186
675	0.2008090689
676	0.200772204
677	0.2007481809
678	0.2006756911
679	0.2005661053
680	0.2004434044
681	0.2003664379
682	0.2003424778
683	0.2002835024
684	0.2002552968
685	0.2002262084
686	0.2001876201
687	0.2001586998
688	0.2000724015
689	0.2000255322
690	0.199919057
691	0.1998198538
692	0.1997808872
693	0.199725863
694	0.1996384718
695	0.1995438084
696	0.1994389936
697	0.1994272447
698	0.1993281257
699	0.1993158934
700	0.1992562034
701	0.1991690644
702	0.1991552137
703	0.1991329351
704	0.1990407728
705	0.1989601913
706	0.1989121871
707	0.1988987778
708	0.1988767514
709	0.1988543466
710	0.1988026432
711	0.1987080219
712	0.1986618252
713	0.198533912
714	0.1984294124
715	0.198288111
716	0.1982735668
717	0.19822365
718	0.1981956965
719	0.1981800594
720	0.1981187931
721	0.1979949363
722	0.1979603833
723	0.1978803692
724	0.1978638494
725	0.1978091826
726	0.197708214
727	0.1976683225
728	0.1976397175
729	0.1975843782
730	0.1975334735
731	0.1974013147
732	0.197395682
733	0.1973033726
734	0.1972731703
735	0.1972628507
736	0.1971583931
737	0.1971028856
738	0.1970045021
739	0.1969098598
740	0.1968333137
741	0.1968201777
742	0.1967159723
743	0.196627362
744	0.1965520349
745	0.1965162839
746	0.1965055439
747	0.196468679
748	0.1963567182
749	0.1962566533
750	0.1961442932
751	0.1961093619
752	0.195999734
753	0.1959642142
754	0.1958748053
755	0.1958631405
756	0.1957771574
757	0.1957166688
758	0.1957032805
759	0.1955951239
760	0.1955756405
761	0.1954452052
762	0.1954107363
763	0.195336313
764	0.1952343775
765	0.1952150623
766	0.19510493
767	0.194977185
768	0.1949690511
769	0.1948657075
770	0.1948562076
771	0.1948451733
772	0.1948266988
773	0.1947695729
774	0.1947538728
775	0.1946005913
776	0.1945860892
777	0.1944920564
778	0.1944086585
779	0.194329422
780	0.1942670418
781	0.1941626683
782	0.1940808257
783	0.1940245615
784	0.1939304657
785	0.1937819131
786	0.193686283
787	0.1936414524
788	0.1935907159
789	0.1935032196
790	0.1933591228
791	0.1932211211
792	0.1931384378
793	0.1930463176
794	0.1929474928
795	0.1929375094
796	0.1929213469
797	0.1928893791
798	0.1928793116
799	0.1927635256
800	0.1927515876
801	0.1926687361
802	0.1926568612
803	0.192546918
804	0.1925084768
805	0.1924486397
806	0.1924385933
807	0.1924293665
808	0.192397777
809	0.1923288182
810	0.1923060141
811	0.1922424569
812	0.1921611187
813	0.1921082804
814	0.19208514
815	0.1920748204
816	0.1919735995
817	0.1919289371
818	0.191921728
819	0.1918559009
820	0.1918221256
821	0.1917317708
822	0.1917238052
823	0.1916373597
824	0.191505306
825	0.1914530772
826	0.1914309877
827	0.191350217
828	0.1912266755
829	0.1911493307
830	0.1910455877
831	0.1909928755
832	0.1908839412
833	0.1908060289
834	0.1907306387
835	0.1906822142
836	0.1905954534
837	0.1904917735
838	0.190431474
839	0.1903641756
840	0.1903427166
841	0.1902776881
842	0.1901390559
843	0.1901252684
844	0.1900715263
845	0.1899913231
846	0.1898956509
847	0.1898512617
848	0.1898201977
849	0.1898136191
850	0.1897419701
851	0.1896300303
852	0.1896238721
853	0.1895720427
854	0.1895304698
855	0.189422103
856	0.18934211
857	0.1892519444
858	0.1892456811
859	0.1891638385
860	0.1891579536
861	0.1891355068
862	0.1890544839
863	0.189004567
864	0.1889070453
865	0.1888676793
866	0.1887626123
867	0.18875513
868	0.1887197363
869	0.1886929178
870	0.1886333119
871	0.1886020377
872	0.1885477912
873	0.1884522661
874	0.1883847576
875	0.1882962314
876	0.1882772945
877	0.1881844387
878	0.1881462707
879	0.1880316196
880	0.1880073232
881	0.187915224
882	0.1878466225
883	0.1878406115
884	0.1877639813
885	0.1876972293
886	0.1876620879
887	0.1875750539
888	0.1875375375
889	0.1874888186
890	0.1874482126
891	0.1874268797
892	0.1874191662
893	0.1874061353
894	0.1873208879
895	0.187287638
896	0.1871782203
897	0.187137236
898	0.1871168068
899	0.1871114263
900	0.1870312021
901	0.186975064
902	0.1869230244
903	0.1869157523
904	0.186883175
905	0.1868169695
906	0.1868109375
907	0.1867538957
908	0.1866566051
909	0.1865774948
910	0.1865405669
911	0.1865051312
912	0.1864029645
913	0.1863762722
914	0.1863480875
915	0.1862481908
916	0.186215046
917	0.1861215807
918	0.1860369638
919	0.1859539021
920	0.1858781126
921	0.1858196416
922	0.1857727723
923	0.1856993788
924	0.1856815138
925	0.1856442706
926	0.1856383016
927	0.185614825
928	0.1856093604
929	0.18554574
930	0.185515832
931	0.185440694
932	0.1853441391
933	0.185258156
934	0.1852170666
935	0.1851350979
936	0.1850263527
937	0.1849827622
938	0.1849200877
939	0.1848851564
940	0.1848676277
941	0.1848061722
942	0.1847410596
943	0.1847222278
944	0.1846432857
945	0.1845662981
946	0.1844705629
947	0.1844367666
948	0.1844202257
949	0.1844133109
950	0.1843281896
951	0.1842589996
952	0.1842527153
953	0.1841905032
954	0.1841037635
955	0.1840892193
956	0.1840185581
957	0.1839569344
958	0.1839290861
959	0.1838392778
960	0.1837790203
961	0.1837242484
962	0.183643898
963	0.1836161968
964	0.1835379903
965	0.183499528
966	0.1834932438
967	0.1834036246
968	0.1833185243
969	0.1832593177
970	0.1832533907
971	0.1831614176
972	0.1830624037
973	0.1829827889
974	0.1828920979
975	0.1828149212
976	0.182769334
977	0.1826837713
978	0.1825960017
979	0.1825052267
980	0.1824745409
981	0.1823988145
982	0.182373236
983	0.1823551399
984	0.1822707331
985	0.1821867047
986	0.1821198897
987	0.182083214
988	0.1820246589
989	0.1819099657
990	0.1818751816
991	0.181836299
992	0.1818268831
993	0.1817122951
994	0.181705023
995	0.1816381239
996	0.1816154249
997	0.1815345701
998	0.1814512563
999	0.1813680896
